"gene","D","P_random","P_brownian","n","n1","n0","status","p_adjustp","p_adjustb","n_prop","n1_prop"
"FBgn0036998",0.146841850968947,0.369,0.463,47,1,46,"ok",0.422925876268914,0.616440538435866,0.156666666666667,0.0212765957446809
"FBgn0036999",-0.109340100469213,0,0.669,66,24,42,"ok",0,0.777263566644015,0.22,0.363636363636364
"FBgn0037001",0.0171136349335673,0,0.476,151,52,99,"ok",0,0.626845070422535,0.503333333333333,0.344370860927152
"FBgn0052425",0.478450806340126,0,0.006,161,35,126,"ok",0,0.039303776683087,0.536666666666667,0.217391304347826
"FBgn0037003",1.21311418740627,0.524,0.106,13,3,10,"ok",0.577089537130763,0.247871824931614,0.0433333333333333,0.230769230769231
"FBgn0037004",NA,NA,NA,4,0,4,"skipped",NA,NA,0.0133333333333333,0
"FBgn0037005",NA,NA,NA,11,0,11,"skipped",NA,NA,0.0366666666666667,0
"FBgn0037009",-0.0202063644796931,0,0.529,105,28,77,"ok",0,0.67052234696039,0.35,0.266666666666667
"FBgn0037011",0.389886448647626,0.042,0.237,45,5,40,"ok",0.0594859171597633,0.408470046082949,0.15,0.111111111111111
"FBgn0037013",-0.174247802560791,0,0.706,65,12,53,"ok",0,0.800664076565905,0.216666666666667,0.184615384615385
"FBgn0001323",0.193182735954873,0,0.106,275,73,202,"ok",0,0.247871824931614,0.916666666666667,0.265454545454545
"FBgn0037012",-1.62492855557906,0,0.89,9,5,4,"ok",0,0.923568889274256,0.03,0.555555555555556
"FBgn0287585",0.263563348123874,0,0.037,278,78,200,"ok",0,0.128092565808504,0.926666666666667,0.280575539568345
"FBgn0037008",0.413564821993876,0.075,0.33,51,3,48,"ok",0.100627802690583,0.499992404101785,0.17,0.0588235294117647
"FBgn0037007",0.197406559129624,0,0.172,107,51,56,"ok",0,0.334987144019528,0.356666666666667,0.476635514018692
"FBgn0037000",-0.00656282000698013,0,0.512,82,51,31,"ok",0,0.655851011452424,0.273333333333333,0.621951219512195
"FBgn0052428",0.000963903004690752,0,0.496,97,27,70,"ok",0,0.643412963364405,0.323333333333333,0.278350515463918
"FBgn0036995",0.309140133925919,0,0.048,146,58,88,"ok",0,0.15050144092219,0.486666666666667,0.397260273972603
"FBgn0036994",0.758498948057535,0.243,0.173,41,3,38,"ok",0.292636747836587,0.336223449171809,0.136666666666667,0.0731707317073171
"FBgn0036992",0.369183594727414,0,0.01,195,59,136,"ok",0,0.0548990825688073,0.65,0.302564102564103
"FBgn0036990",1.00838195500121,0.478,0.002,107,8,99,"ok",0.53240614239181,0.0178760268857356,0.356666666666667,0.0747663551401869
"FBgn0036988",0.908954771863553,0.347,0.136,39,3,36,"ok",0.400240555127217,0.289565557729941,0.13,0.0769230769230769
"FBgn0036987",-1.27953748355236,0,1,32,5,27,"ok",0,1,0.106666666666667,0.15625
"FBgn0036986",0.569252980780764,0.029,0.118,67,6,61,"ok",0.0422588579081943,0.264510957108073,0.223333333333333,0.0895522388059701
"FBgn0036984",0.649713181628405,0.013,0.005,133,15,118,"ok",0.0202319895968791,0.0345895953757225,0.443333333333333,0.112781954887218
"FBgn0028978",0.419177568223911,0,0.08,93,12,81,"ok",0,0.20854715748203,0.31,0.129032258064516
"FBgn0027565",21.0291545944265,0.9,0.077,20,1,19,"ok",0.917635031521554,0.203609368095448,0.0666666666666667,0.05
"FBgn0036978",0.596170776971854,0.062,0.091,82,7,75,"ok",0.0846856881990413,0.224600536193029,0.273333333333333,0.0853658536585366
"FBgn0259676",-0.228536938174315,0,0.8,80,17,63,"ok",0,0.866069651741294,0.266666666666667,0.2125
"FBgn0036973",-0.613237371760268,0,0.998,100,14,86,"ok",0,1,0.333333333333333,0.14
"FBgn0037014",0.0690726091792477,0,0.326,233,115,118,"ok",0,0.49613021363174,0.776666666666667,0.493562231759657
"FBgn0037016",0.576330314052227,0.035,0.069,63,9,54,"ok",0.0503280067283431,0.189532246958917,0.21,0.142857142857143
"FBgn0040634",0.0553878942495116,0.085,0.586,31,2,29,"ok",0.11275548658834,0.71592976725194,0.103333333333333,0.0645161290322581
"FBgn0016696",0.271518812923491,0,0.061,209,49,160,"ok",0,0.17570348977136,0.696666666666667,0.23444976076555
"FBgn0037020",-0.20949586908938,0.002,0.652,39,6,33,"ok",0.00351070695218539,0.764488684236308,0.13,0.153846153846154
"FBgn0037024",0.0426256323570935,0.001,0.454,60,9,51,"ok",0.00181912144702842,0.608587813620072,0.2,0.15
"FBgn0037025",-0.22255860803464,0.017,0.602,34,3,31,"ok",0.0259245667686035,0.728781711511228,0.113333333333333,0.0882352941176471
"FBgn0037027",-0.104132470314601,0,0.601,36,23,13,"ok",0,0.728307816929931,0.12,0.638888888888889
"FBgn0037030",0.0209671296061648,0.023,0.492,34,4,30,"ok",0.0342325581395349,0.639958265405934,0.113333333333333,0.117647058823529
"FBgn0040636",0.816116579443169,0.205,0.018,44,10,34,"ok",0.250606741573034,0.080652938974167,0.146666666666667,0.227272727272727
"FBgn0037031",0.0343393838173663,0,0.469,71,9,62,"ok",0,0.621318574274961,0.236666666666667,0.126760563380282
"FBgn0037035",-0.0191103757090614,0,0.542,100,27,73,"ok",0,0.681729479768786,0.333333333333333,0.27
"FBgn0011591",0.162169288219,0,0.147,289,76,213,"ok",0,0.303483870967742,0.963333333333333,0.262975778546713
"FBgn0052432",0.632958704722809,0,0,269,46,223,"ok",0,0,0.896666666666667,0.171003717472119
"FBgn0027055",-0.0420756565013032,0,0.611,228,83,145,"ok",0,0.735067149175714,0.76,0.364035087719298
"FBgn0086915",NA,NA,NA,8,0,8,"skipped",NA,NA,0.0266666666666667,0
"FBgn0037028",0.0893129762734374,0.001,0.409,86,8,78,"ok",0.00181912144702842,0.57036961081333,0.286666666666667,0.0930232558139535
"FBgn0037026",0.386024464445678,0,0.034,162,25,137,"ok",0,0.121502538071066,0.54,0.154320987654321
"FBgn0037023",0.447782598098981,0.003,0.061,61,21,40,"ok",0.00513134200371588,0.17570348977136,0.203333333333333,0.344262295081967
"FBgn0027364",-0.112568465980767,0,0.765,233,144,89,"ok",0,0.840727272727273,0.776666666666667,0.618025751072961
"FBgn0037022",-0.0170130997435186,0,0.518,62,21,41,"ok",0,0.661624759871932,0.206666666666667,0.338709677419355
"FBgn0037021",0.403506032259766,0,0.017,191,27,164,"ok",0,0.0779524904214559,0.636666666666667,0.141361256544503
"FBgn0037019",0.374965957902636,0.003,0.12,72,13,59,"ok",0.00513134200371588,0.267093174632695,0.24,0.180555555555556
"FBgn0037018",-0.191551860784322,0.001,0.639,28,6,22,"ok",0.00181912144702842,0.755090047393365,0.0933333333333333,0.214285714285714
"FBgn0045474",0.674200156171137,0.141,0.065,30,11,19,"ok",0.178230671736375,0.183126177024482,0.1,0.366666666666667
"FBgn0001320",0.252230336414889,0,0.125,230,206,24,"ok",0,0.273792093704246,0.766666666666667,0.895652173913044
"FBgn0037037",1.32268448291358,0.785,0.004,24,7,17,"ok",0.821015467971686,0.0296054421768707,0.08,0.291666666666667
"FBgn0037042",0.156699602698635,0.128,0.496,7,3,4,"ok",0.163350821070591,0.643412963364405,0.0233333333333333,0.428571428571429
"FBgn0037044",0.129025689047107,0,0.304,165,22,143,"ok",0,0.475902158273381,0.55,0.133333333333333
"FBgn0028402",0.880743698580934,0.284,0.016,50,8,42,"ok",0.33529762257078,0.0750344827586207,0.166666666666667,0.16
"FBgn0026179",0.215620445072476,0,0.038,292,133,159,"ok",0,0.13012417739628,0.973333333333333,0.455479452054795
"FBgn0053284",NA,NA,NA,16,0,16,"skipped",NA,NA,0.0533333333333333,0
"FBgn0037050",-0.0919352675213715,0,0.68,131,48,83,"ok",0,0.784938271604938,0.436666666666667,0.366412213740458
"FBgn0037057",-0.0603867565980284,0,0.632,171,41,130,"ok",0,0.750300168634064,0.57,0.239766081871345
"FBgn0028427",-0.0709550310976427,0,0.625,173,15,158,"ok",0,0.745539718927539,0.576666666666667,0.0867052023121387
"FBgn0004865",0.563399534171042,0,0,283,59,224,"ok",0,0,0.943333333333333,0.208480565371025
"FBgn0037061",0.123391975923788,0.393,0.403,28,1,27,"ok",0.447306134094151,0.56542837045721,0.0933333333333333,0.0357142857142857
"FBgn0037059",-0.0344426662514069,0,0.56,68,33,35,"ok",0,0.694660033167496,0.226666666666667,0.485294117647059
"FBgn0053056",0.131290420295902,0,0.306,72,19,53,"ok",0,0.477409464215878,0.24,0.263888888888889
"FBgn0053054",0.0847359539793261,0.027,0.451,20,7,13,"ok",0.0396194212849436,0.606332060211189,0.0666666666666667,0.35
"FBgn0041100",0.297031325755758,0,0.07,122,62,60,"ok",0,0.191138489618982,0.406666666666667,0.508196721311475
"FBgn0037051",0.342781438584866,0,0.09,201,16,185,"ok",0,0.22319104848736,0.67,0.0796019900497512
"FBgn0020294",0.23397789459689,0,0.036,295,100,195,"ok",0,0.125868536371604,0.983333333333333,0.338983050847458
"FBgn0053285",-0.200526882249506,0.109,0.563,13,11,2,"ok",0.141272687892571,0.696864618885097,0.0433333333333333,0.846153846153846
"FBgn0037046",-1.25656869077542,0.004,0.829,13,10,3,"ok",0.00672737492973581,0.884897609703889,0.0433333333333333,0.769230769230769
"FBgn0037045",1.25013247305947,0.719,0.018,32,5,27,"ok",0.760897692103634,0.080652938974167,0.106666666666667,0.15625
"FBgn0003415",0.407371827265766,0,0.001,291,82,209,"ok",0,0.0103798785776236,0.97,0.281786941580756
"FBgn0037039",NA,NA,NA,10,0,10,"skipped",NA,NA,0.0333333333333333,0
"FBgn0037038",-0.958794435210852,0.112,0.702,17,1,16,"ok",0.144831550513236,0.798321550741163,0.0566666666666667,0.0588235294117647
"FBgn0037036",NA,NA,NA,11,0,11,"skipped",NA,NA,0.0366666666666667,0
"FBgn0259785",-0.178608129760679,0,0.828,190,39,151,"ok",0,0.884224502543054,0.633333333333333,0.205263157894737
"FBgn0037068",0.327062425882223,0.013,0.221,51,8,43,"ok",0.0202319895968791,0.390914572864322,0.17,0.156862745098039
"FBgn0037069",0.514736239033328,0.257,0.354,24,2,22,"ok",0.307546845315468,0.520539624032436,0.08,0.0833333333333333
"FBgn0037071",1.06280733717919,0.583,0,68,10,58,"ok",0.634131055166773,0,0.226666666666667,0.147058823529412
"FBgn0037073",-0.263109488144336,0,0.935,186,61,125,"ok",0,0.952428291769512,0.62,0.327956989247312
"FBgn0052436",0.165253393341928,0,0.295,194,16,178,"ok",0,0.467128870071447,0.646666666666667,0.0824742268041237
"FBgn0052437",2.90195892526901,0.804,0.163,10,1,9,"ok",0.838031005051385,0.323405835543767,0.0333333333333333,0.1
"FBgn0052440",0.51827670883283,0.297,0.26,9,2,7,"ok",0.348411683983533,0.43229786051681,0.03,0.222222222222222
"FBgn0261258",0.819592512906434,0.112,0,148,15,133,"ok",0.144831550513236,0,0.493333333333333,0.101351351351351
"FBgn0005694",0.274541586777271,0,0.129,146,22,124,"ok",0,0.279585657370518,0.486666666666667,0.150684931506849
"FBgn0267849",0.919192301012647,0.294,0.003,104,11,93,"ok",0.345603771731657,0.0240482250502344,0.346666666666667,0.105769230769231
"FBgn0037087",0.108253395008057,0.003,0.378,34,10,24,"ok",0.00513134200371588,0.543150918477608,0.113333333333333,0.294117647058824
"FBgn0037090",0.312234645524855,0.028,0.254,29,7,22,"ok",0.0409662591687042,0.426648701754386,0.0966666666666667,0.241379310344828
"FBgn0037092",0.219761756490627,0,0.189,78,25,53,"ok",0,0.355206030150754,0.26,0.320512820512821
"FBgn0037093",-0.282241842938509,0,0.875,155,19,136,"ok",0,0.91386682956628,0.516666666666667,0.12258064516129
"FBgn0037094",0.215507936004511,0,0.177,138,22,116,"ok",0,0.341832499596579,0.46,0.159420289855072
"FBgn0015283",0.336115933740925,0,0.152,74,13,61,"ok",0,0.309798365122616,0.246666666666667,0.175675675675676
"FBgn0028663",0.73913685991437,0.156,0.052,47,7,40,"ok",0.195334588826114,0.158435845213849,0.156666666666667,0.148936170212766
"FBgn0053290",8.16985264549405,0.521,0.295,6,5,1,"ok",0.574049714601363,0.467128870071447,0.02,0.833333333333333
"FBgn0037101",-1.64420630911922,0.008,0.87,22,2,20,"ok",0.0128965517241379,0.911348796498906,0.0733333333333333,0.0909090909090909
"FBgn0037102",-0.265963009448429,0,0.71,26,14,12,"ok",0,0.803145557655955,0.0866666666666667,0.538461538461538
"FBgn0037100",1.53420615375329,0.898,0.006,20,4,16,"ok",0.916220289855072,0.039303776683087,0.0666666666666667,0.2
"FBgn0037099",1.63185241265755,0.922,0.01,56,2,54,"ok",0.93528530259366,0.0548990825688073,0.186666666666667,0.0357142857142857
"FBgn0263911",-0.147416548048132,0,0.642,36,18,18,"ok",0,0.757513161786454,0.12,0.5
"FBgn0029152",0.168803255518692,0,0.23,155,20,135,"ok",0,0.400617086304759,0.516666666666667,0.129032258064516
"FBgn0026371",-0.601126547378265,0,0.885,57,6,51,"ok",0,0.920375391032325,0.19,0.105263157894737
"FBgn0264561",1.35157517908137,0.985,0,100,7,93,"ok",0.988717604629707,0,0.333333333333333,0.07
"FBgn0015239",0.213410512305059,0,0.126,114,45,69,"ok",0,0.275026080612803,0.38,0.394736842105263
"FBgn0037086",NA,NA,NA,17,0,17,"skipped",NA,NA,0.0566666666666667,0
"FBgn0037085",1.22525243605369,0.563,0.145,10,7,3,"ok",0.615397205224221,0.300912086006589,0.0333333333333333,0.7
"FBgn0014143",0.194032654088946,0,0.086,272,84,188,"ok",0,0.217692047377327,0.906666666666667,0.308823529411765
"FBgn0283479",4.48356294773247,0.886,0.029,37,1,36,"ok",0.906294700854701,0.110532484076433,0.123333333333333,0.027027027027027
"FBgn0037082",-0.459517241112117,0.009,0.771,18,4,14,"ok",0.0144,0.845148195640227,0.06,0.222222222222222
"FBgn0037081",-0.172432190851681,0,0.701,85,17,68,"ok",0,0.797411652884707,0.283333333333333,0.2
"FBgn0002842",NA,NA,NA,9,0,9,"skipped",NA,NA,0.03,0
"FBgn0037076",0.582229350702244,0.008,0.014,71,24,47,"ok",0.0128965517241379,0.0684444444444444,0.236666666666667,0.338028169014085
"FBgn0037074",0.1788257468779,0,0.143,274,52,222,"ok",0,0.298886482710444,0.913333333333333,0.18978102189781
"FBgn0003042",0.501064380333439,0.013,0.114,154,7,147,"ok",0.0202319895968791,0.25835106987313,0.513333333333333,0.0454545454545455
"FBgn0037070",0.490472254098431,0,0.012,102,27,75,"ok",0,0.0619568593615185,0.34,0.264705882352941
"FBgn0000551",-0.184378055172088,0,0.806,127,33,94,"ok",0,0.869732936615274,0.423333333333333,0.259842519685039
"FBgn0037067",-1.74838042178139,0.007,0.918,37,2,35,"ok",0.0113810623556582,0.941764443682496,0.123333333333333,0.0540540540540541
"FBgn0037065",-0.175540152647948,0,0.704,54,12,42,"ok",0,0.79938064516129,0.18,0.222222222222222
"FBgn0027945",NA,NA,NA,21,0,21,"skipped",NA,NA,0.07,0
"FBgn0012034",0.334740988108945,0,0.033,263,41,222,"ok",0,0.119066626469702,0.876666666666667,0.155893536121673
"FBgn0037064",0.129756697877747,0.007,0.374,31,10,21,"ok",0.0113810623556582,0.540126945818752,0.103333333333333,0.32258064516129
"FBgn0037063",-0.0339554059762531,0,0.545,74,17,57,"ok",0,0.684208538760097,0.246666666666667,0.22972972972973
"FBgn0261953",0.204059490615964,0,0.23,104,82,22,"ok",0,0.400617086304759,0.346666666666667,0.788461538461538
"FBgn0037108",1.47006430028518,0.808,0.033,19,3,16,"ok",0.841101504740367,0.119066626469702,0.0633333333333333,0.157894736842105
"FBgn0037110",0.791953532649815,0.21,0.016,36,11,25,"ok",0.256195718654434,0.0750344827586207,0.12,0.305555555555556
"FBgn0043783",0.817084981908861,0.198,0.006,49,13,36,"ok",0.24286809470124,0.039303776683087,0.163333333333333,0.26530612244898
"FBgn0052445",0.830997408265335,0.166,0.007,73,11,62,"ok",0.206752835883026,0.0433847747281201,0.243333333333333,0.150684931506849
"FBgn0052446",0.262583245320422,0.001,0.195,64,13,51,"ok",0.00181912144702842,0.362666666666667,0.213333333333333,0.203125
"FBgn0037115",0.796979493168711,0.28,0.053,23,9,14,"ok",0.331326873640498,0.15997578814628,0.0766666666666667,0.391304347826087
"FBgn0037117",3.18024134921979,0.841,0.064,32,1,31,"ok",0.86857852951329,0.181376272791854,0.106666666666667,0.03125
"FBgn0037121",0.0745251031679701,0,0.438,74,12,62,"ok",0,0.593992521246459,0.246666666666667,0.162162162162162
"FBgn0037125",-0.801622768404437,0,0.897,23,5,18,"ok",0,0.928177070724537,0.0766666666666667,0.217391304347826
"FBgn0037128",0.988898095450045,0.44,0.016,66,5,61,"ok",0.494220553730643,0.0750344827586207,0.22,0.0757575757575758
"FBgn0037131",0.174215149378245,0,0.249,80,28,52,"ok",0,0.421086901229334,0.266666666666667,0.35
"FBgn0000560",0.234583431264983,0,0.164,111,28,83,"ok",0,0.324690157154673,0.37,0.252252252252252
"FBgn0022936",0.690647715450126,0.07,0.042,120,8,112,"ok",0.0945553047404063,0.139008849557522,0.4,0.0666666666666667
"FBgn0037134",0.237269040685046,0.057,0.412,27,3,24,"ok",0.0785645514223195,0.572817843866171,0.09,0.111111111111111
"FBgn0037135",0.336902378014132,0,0.055,155,23,132,"ok",0,0.164272523084602,0.516666666666667,0.148387096774194
"FBgn0037139",31.2272727272728,0.167,0.687,4,2,2,"ok",0.207955051503486,0.789364055299539,0.0133333333333333,0.5
"FBgn0037138",0.221924629303934,0,0.159,127,45,82,"ok",0,0.319226975339708,0.423333333333333,0.354330708661417
"FBgn0046301",1.44624757714902,0.94,0,37,6,31,"ok",0.950081918756862,0,0.123333333333333,0.162162162162162
"FBgn0037130",0.177636163248702,0,0.122,256,84,172,"ok",0,0.269938251063043,0.853333333333333,0.328125
"FBgn0037129",1.15443804410014,0.844,0,98,14,84,"ok",0.871225806451613,0,0.326666666666667,0.142857142857143
"FBgn0037127",0.932997240048038,0.403,0.253,26,24,2,"ok",0.457339654845439,0.425626089401181,0.0866666666666667,0.923076923076923
"FBgn0037126",NA,NA,NA,9,0,9,"skipped",NA,NA,0.03,0
"FBgn0037124",-0.112385849699807,0,0.602,29,7,22,"ok",0,0.728781711511228,0.0966666666666667,0.241379310344828
"FBgn0037123",0.869485040144774,0.328,0.104,17,4,13,"ok",0.380525785188057,0.244580860679898,0.0566666666666667,0.235294117647059
"FBgn0037122",2.29542383637977,0.963,0.008,16,2,14,"ok",0.969480484522207,0.0475628415300546,0.0533333333333333,0.125
"FBgn0037120",0.244264885329119,0,0.165,116,21,95,"ok",0,0.326130470685384,0.386666666666667,0.181034482758621
"FBgn0052447",0.0528806492948709,0,0.39,255,45,210,"ok",0,0.552892679459844,0.85,0.176470588235294
"FBgn0037116",0.101659437348633,0,0.337,102,21,81,"ok",0,0.506430939226519,0.34,0.205882352941176
"FBgn0037114",-0.18272880486491,0,0.626,50,6,44,"ok",0,0.746211952191235,0.166666666666667,0.12
"FBgn0037109",0.328114108058159,0,0.024,241,61,180,"ok",0,0.0974989816700611,0.803333333333333,0.253112033195021
"FBgn0037105",0.606696654832566,0.1,0.185,43,4,39,"ok",0.130356170351814,0.350828711773095,0.143333333333333,0.0930232558139535
"FBgn0262737",0.482339366173519,0,0,294,80,214,"ok",0,0,0.98,0.272108843537415
"FBgn0037140",0.451222395701301,0.001,0.033,123,20,103,"ok",0.00181912144702842,0.119066626469702,0.41,0.16260162601626
"FBgn0037142",0.224604886260452,0,0.156,148,30,118,"ok",0,0.315160027008778,0.493333333333333,0.202702702702703
"FBgn0037144",0.941071744190252,0.358,0,69,21,48,"ok",0.411658724058417,0,0.23,0.304347826086957
"FBgn0037146",0.13277638526785,0,0.169,285,118,167,"ok",0,0.33162682406952,0.95,0.414035087719298
"FBgn0000045",-0.712246180679477,0.038,0.738,17,3,14,"ok",0.0542896024829891,0.821082457934368,0.0566666666666667,0.176470588235294
"FBgn0004514",0.436936051282641,0,0.005,192,48,144,"ok",0,0.0345895953757225,0.64,0.25
"FBgn0037149",0.776006120381681,0.221,0.021,28,16,12,"ok",0.268438851111337,0.0895042735042735,0.0933333333333333,0.571428571428571
"FBgn0000100",0.0885824974168447,0,0.284,277,57,220,"ok",0,0.456046155910372,0.923333333333333,0.205776173285199
"FBgn0004414",NA,NA,NA,3,0,3,"skipped",NA,NA,0.01,0
"FBgn0037151",0.456866211146205,0.118,0.291,25,4,21,"ok",0.151803074277115,0.463184998005054,0.0833333333333333,0.16
"FBgn0037150",NA,NA,NA,6,0,6,"skipped",NA,NA,0.02,0
"FBgn0027532",0.789679055924475,0.257,0.081,35,5,30,"ok",0.307546845315468,0.209647058823529,0.116666666666667,0.142857142857143
"FBgn0037141",0.551882401112358,0.084,0.141,52,5,47,"ok",0.111478376580173,0.296206424433913,0.173333333333333,0.0961538461538462
"FBgn0015075",-0.16920032434507,0,0.833,214,145,69,"ok",0,0.887347040498442,0.713333333333333,0.677570093457944
"FBgn0004179",0.628334007827798,0.028,0.013,91,12,79,"ok",0.0409662591687042,0.0654814814814815,0.303333333333333,0.131868131868132
"FBgn0025702",0.338541700217768,0,0.012,250,74,176,"ok",0,0.0619568593615185,0.833333333333333,0.296
"FBgn0027086",0.39869897910879,0,0.061,156,16,140,"ok",0,0.17570348977136,0.52,0.102564102564103
"FBgn0052450",-1.14863244802259,0,0.874,17,13,4,"ok",0,0.913460134486071,0.0566666666666667,0.764705882352941
"FBgn0037162",0.357402181013694,0,0.067,82,29,53,"ok",0,0.186434782608696,0.273333333333333,0.353658536585366
"FBgn0037164",0.197844181251391,0,0.141,188,47,141,"ok",0,0.296206424433913,0.626666666666667,0.25
"FBgn0037165",0.0780578529462886,0,0.379,63,22,41,"ok",0,0.544065251289433,0.21,0.349206349206349
"FBgn0037166",0.375068445409639,0.02,0.163,52,8,44,"ok",0.030070351758794,0.323405835543767,0.173333333333333,0.153846153846154
"FBgn0037167",-0.299036980783971,0,0.712,26,7,19,"ok",0,0.804419522326064,0.0866666666666667,0.269230769230769
